file,bytes,MB,MiB,time,tp,filter,dir_mem,iter,blocksize,transfersize,isize,psize,size,options,read_time1,write_time1,read_time2,write_time2,read_time3,write_time3,read_time4,write_time4,read_time5,write_time5,read_time6,write_time6,read_time7,write_time7,read_tp,write_tp,prefix,n,ppn,config,timesteps,sync_t,nproc,rate_iops,rate_objs,total_time
passthrough-fuse-2-500-1000-1.txt,,,,,,passthrough,fuse,2,,,500,1000,,md,6.1764e-05,6.9542e-05,8.6781e-05,9.6063e-05,9.9484e-05,1.1082e-04,1.1217e-04,1.2369e-04,1.2187e-04,1.3377e-04,1.5474e-04,1.7265e-04,1.7262e-04,2.0309e-04,,,,,,,,,1,10896.8,2724.2,0
passthrough-fuse-2-500-1000-1.txt,,,,,,passthrough,fuse,2,,,500,1000,,md,6.1764e-05,6.9542e-05,8.6781e-05,9.6063e-05,9.9484e-05,1.1082e-04,1.1217e-04,1.2369e-04,1.2187e-04,1.3377e-04,1.5474e-04,1.7265e-04,1.7262e-04,2.0309e-04,,,,,,,,,1,10896.8,2724.2,0
passthrough-fuse-2-500-1000-2.txt,,,,,,passthrough,fuse,2,,,500,1000,,md,6.9274e-05,8.1038e-05,9.0859e-05,1.0150e-04,9.8850e-05,1.1108e-04,1.1023e-04,1.2341e-04,1.2687e-04,1.3974e-04,1.5709e-04,1.7783e-04,2.4931e-04,2.6406e-04,,,,,,,,,2,21543.5,5385.9,0
passthrough-fuse-2-500-1000-2.txt,,,,,,passthrough,fuse,2,,,500,1000,,md,6.9274e-05,8.1038e-05,9.0859e-05,1.0150e-04,9.8850e-05,1.1108e-04,1.1023e-04,1.2341e-04,1.2687e-04,1.3974e-04,1.5709e-04,1.7783e-04,2.4931e-04,2.6406e-04,,,,,,,,,2,21543.5,5385.9,0
passthrough-fuse-3-200-1000-1.txt,,,,,,passthrough,fuse,3,,,200,1000,,md,1.0273e-04,1.1259e-04,1.0905e-04,1.2038e-04,1.1261e-04,1.2611e-04,1.2659e-04,1.3871e-04,1.3416e-04,1.4761e-04,1.8657e-04,2.1804e-04,1.8717e-04,4.7895e-04,,,,,,,,,1,9308.6,2327.2,0
passthrough-fuse-3-200-1000-1.txt,,,,,,passthrough,fuse,3,,,200,1000,,md,1.0273e-04,1.1259e-04,1.0905e-04,1.2038e-04,1.1261e-04,1.2611e-04,1.2659e-04,1.3871e-04,1.3416e-04,1.4761e-04,1.8657e-04,2.1804e-04,1.8717e-04,4.7895e-04,,,,,,,,,1,9308.6,2327.2,0
passthrough-fuse-3-200-1000-2.txt,,,,,,passthrough,fuse,3,,,200,1000,,md,7.1186e-05,8.0742e-05,8.4061e-05,9.4113e-05,9.8587e-05,1.0859e-04,1.0969e-04,1.2396e-04,1.2055e-04,1.3526e-04,1.6065e-04,1.6621e-04,1.9722e-04,2.1263e-04,,,,,,,,,2,22325.7,5581.4,0
passthrough-fuse-3-200-1000-2.txt,,,,,,passthrough,fuse,3,,,200,1000,,md,7.1186e-05,8.0742e-05,8.4061e-05,9.4113e-05,9.8587e-05,1.0859e-04,1.0969e-04,1.2396e-04,1.2055e-04,1.3526e-04,1.6065e-04,1.6621e-04,1.9722e-04,2.1263e-04,,,,,,,,,2,22325.7,5581.4,0
passthrough-fuse-3-500-1000-1.txt,,,,,,passthrough,fuse,3,,,500,1000,,md,8.6669e-05,9.3155e-05,1.1314e-04,1.2423e-04,1.1791e-04,1.2795e-04,1.2352e-04,1.3863e-04,1.3959e-04,1.5670e-04,1.8532e-04,2.2896e-04,2.9750e-04,2.9711e-04,,,,,,,,,1,9187.4,2296.9,0
passthrough-fuse-3-500-1000-1.txt,,,,,,passthrough,fuse,3,,,500,1000,,md,8.6669e-05,9.3155e-05,1.1314e-04,1.2423e-04,1.1791e-04,1.2795e-04,1.2352e-04,1.3863e-04,1.3959e-04,1.5670e-04,1.8532e-04,2.2896e-04,2.9750e-04,2.9711e-04,,,,,,,,,1,9187.4,2296.9,0
